vendor_name,bitcoin_amt,USD,date,product_description,Count,can_be_vaped,is_edible,THC purity (%),Quantity/mass,Unit,Unit mass in grams,Total mass in grams
lemmonflavor,-1,20.8,2019-01-07 20:55:59,5x THC BROWNIES,5,,1,,,,,
UPactiveLTD,0.0181,74.26,2019-01-07 20:56:19,SUPER LEMON G13! AAA+ QUALITY 7 GRAMS - ?,,,,,7,g,,
MyMedic,0.036,228.34,2018-11-01 20:56:53,18-Pack of Chocolate Fudge Brownies,18,,1,,,,,
Final-Destination,-1,124.79,1969-12-31 19:00:00,?28 Grams?Tier 2? Indoor,,,,,28,g,,
2monkeyz,0.01488,63.44,2018-11-29 20:59:12,THC Infused Ejuice - 1113mg THC,1,1,,,1113,mg,,
COECuk,0.0085,32.6,2019-01-04 20:59:33,6 x Sativa Cannabis Oil Capsules,6,,,,1,pill,,
seedsforeveryone,-1,32.24,2018-09-12 20:59:37,"ORANGE HILL SPECIAL FEMINIZED   \""DUTCH PASSION SEE",1,,,,,seed,,
wochris-online-shop,0.01628,62.45,2019-01-04 21:00:18,10ml THC CANNABIS E-JUICE / E-LIQUID,1,1,,,10,ml,,
NancyBotwin_2019,-1,344.032,2019-01-10 21:00:51,"\""Granddaddy Purple\"" QP 1/4LB Indoor Weed",,,,,0.25,lb,,
migros,-1,187.2,2018-11-25 21:02:37,20g ZERO ZERO HASH AAA+ QUALITY,,,,,20,g,,
lemmonflavor,-1,15.6,2018-09-19 21:02:45,5x HONEY THC LOLLIPOPS,5,,1,,,,,
greenlightsdistrict,0.01086,37.15,2018-12-08 21:03:06,GIRL SCOUT COOKIE - 3.5G,,,,,3.5,g,,
outdoorweed,0.1628,593.58,2018-12-28 21:04:38,100G MOBY DICK OUTDOOR AAA+ 25%THC BIO,,,,25,100,g,,
0hp1,-1,245.44,2019-01-06 21:06:17,OG Kush Untrimmed - 4 oz,,,,,4,oz,,
CaliExport,-1,27.04,1969-12-31 19:00:00,"Edibles Gummie 300mg Indica, Hybirds , sativa",,,1,,300,mg,,
GreenFingers,0.002718,9.97,2019-01-12 21:06:57,AAA+++ pollen 1G golden girl gerdalla top grade,,,,,1,g,,
OSMOTIC,0.03089,118.49,2019-01-04 21:07:05,#AMAZING 14g Quality bud #FREESHIP #UNCOMPRESSED,,,,,14,g,,
MendocinoGreeno,-1,416,2019-01-13 21:07:53,Zkittlez  QP  (Greenhouse),,,,,0.25,lb,,
420HighStreet,-1,538.72,1969-12-31 19:00:00,QP INDOOR -- LEMON HEADBAND / BLUE DREAM / MORE!!,,,,,0.25,lb,,
Boomers,0.0815,666.9,2018-07-27 21:10:40,"10 Quintuple strength choco bar, strain choices",10,,1,,,,,
Weeds_420,0.00316,,1969-12-31 19:00:00,OG Kush AAA! 0.5g,,,,,0.5,g,,
Pimpcat,0.01029,,1969-12-31 19:00:00,10ml Safe Synthetic THC Vape Juice (not K2 Spice),,1,,,10,ml,,
FireKaliBudz,-1,910,2019-01-08 21:12:27,21%THC TopShelf Medical-Grade Sour OG $875/HP,,,,21,,,,
swiftvendor,-1,-1,2018-10-11 23:25:35,PEACH RINGS EDIBLES 400MG INDICA OR SATIVA,,,1,,400,mg,,
TheResistance,-1,67.6,2019-01-07 16:20:28,Gorilla Glue #4 - 1/8oz (3.54g),,,,,3.54,g,,
Budfather,-1,147.68,2018-12-08 17:06:43,25G - Budfather Caramel Weed (EU-EU +10% Extra),,,,,25,g,,
AliBabauk,0.0371,331.62,2018-04-27 17:08:05,14 G CHRONIC LEMONDROP - AAA UK GROWN,,,,,14,g,,
PackzRus,0.01857,,1969-12-31 19:00:00,LEMON PIE QUARTER (7G) - SUPER STRONG A+,,,,,7,g,,
Natural_Meds,-1,21.32,2019-01-08 17:10:40,"3-6-12 or 18 Infused Muffins Pumpkin, Raisin, Blue",,,1,,,,,
LADYROZ,-1,29.12,2018-09-10 17:10:49,1G OG BERRY  ROSIN -  ROZ-TOP NOTCH  DABS,,1,,,1,g,,
bucketman,-1,20.8,2019-01-16 17:11:48,HYDRO QUEBEC BILL TEMPLATE (auto-delivery),,,,,,,,
0bd59c5a6183ba88994a8eadffd1ae1f,-1,-1,2019-01-23 8:10:34,4grams Moonrocks buds **Fire Weed**,,,,,4,g,,
68c01612cb4535884e85755e5eda217c,-1,-1,2019-01-20 10:02:07,454g LB Platinum OG IN STOCK NOW,,,,,454,g,,
68c01612cb4535884e85755e5eda217c,-1,-1,2019-01-20 13:35:48,"BUY WEED ONLINE, MEDICAL MARIJUANA",,,,,,,,
68c01612cb4535884e85755e5eda217c,-1,-1,2019-01-22 13:51:52,OG Kush available,,,,,,,,
bec9ed0c9e77e55b3e52026c795569ac,-1,-1,2019-01-16 18:39:10,Amnesia Haze 5g/Indoor/AAA/Free Shipping,,,,,5,g,,
0bd59c5a6183ba88994a8eadffd1ae1f,-1,-1,2019-01-26 11:23:54,15 grams Gorilla Glue #4,,,,,15,g,,
fdcd84d1febafb68eb9d8a42db51e990,-1,-1,2019-01-20 13:11:41,Soft Diamond Haze Hash  1g,,,,,1,g,,
superdrug,0.1278,477.53,2018-12-20 3:36:39,2oz Amnesia Haze  A+++++ 56,,,,,2,oz,,
24-7SmokeShop,-1,599.04,2018-11-15 3:36:44,28g Medical Grade Wax,,,,,28,g,,
dr3am3r,0.02299,81.64,2019-01-14 3:36:53,10g Cheese Skunk,,,,,10,g,,
gnarlygnome,-1,124.8,2019-01-14 3:37:34,(14G) INCREDIBLE POWER - MEDICAL GRADE *HIGH CBD*,,,,,14,g,,
Catsnamedpablo,-1,249.6,2019-01-24 3:37:56,GINGER DANK 10x 1g full 1000mg cartridge THC Disti,10,,,,1,g,,
SweetTreats,-1,26,2019-01-18 3:38:01,1x THC JUUL POD | 90% THC | Distillate,1,1,,90,,,,
brucelean,-1,190,2019-07-03 2:34:00,1 Ounce - 190 USD - Strawberry Banana,,,,,1,oz,,
brucelean,-1,160,2019-05-24 11:28:00,1 Ounce - 160 USD - Strawberry Banana,,,,,1,oz,,
MendelaEffect,0.01504,54.87,2019-01-19 3:38:15,10ML (1000MG THC TOTAL) E LIQUID INDICA,1,1,,,1000,mg,,
BakeAndVape,0.02938,108.82,2019-01-15 3:38:19,CHOKLADKOLA (12 st),12,,1,,,,,
TheWeedStore,0.0973,652.4,2018-09-05 3:38:28,30G ? LEMON HAZE,,,,,30,g,,
brucelean,-1,190,2019-06-23 7:10:00,1 Ounce - 190 USD - Sour Diesel,,,,,1,oz,,
DutchDreams,-1,-1,2019-01-26 0:00:00,AMNESIA HAZE 10 GRAM,,,,,10,g,,
DreamWeaver,-1,-1,2019-01-24 0:00:00,7g Deep Sleep / SMALL BUDS / A- GRADE / DW,,,,,7,g,,
caliexpress,-1,120,2019-01-25 7:38:00,1 Piece - 120 USD - Gorilla Glue ===> 1 Oz (28g) @ $110,,,,,28,g,,
caliexpress,-1,230,2019-11-26 9:40:00,2 Piece - 230 USD - Gorilla Glue ===> 1 Oz (28g) @ $110,,,,,28,g,,
caliexpress,-1,110,2019-11-02 3:09:00,1 Piece - 110 USD - Gorilla Glue ===> 1 Oz (28g) @ $110,,,,,28,g,,
caliexpress,-1,310,2019-08-22 11:07:00,3 Piece - 310 USD - Gorilla Glue ===&gt; 1 Oz (28g) @ $100,,,,,28,g,,
caliexpress,-1,110,2019-08-11 3:36:00,1 Piece - 110 USD - Gorilla Glue ===> 1 Oz (28g) @ $100,,,,,28,g,,
caliexpress,-1,110,2019-08-07 3:49:00,1 Piece - 110 USD - Gorilla Glue ===&gt; 1 Oz (28g) @ $100,,,,,28,g,,
caliexpress,-1,100,2019-08-05 11:05:00,1 Piece - 100 USD - Gorilla Glue ===&gt; 1 Oz (28g) @ $100,,,,,28,g,,
DreamWeaver,-1,-1,2018-12-19 0:00:00,7g of MEGA MIX | 4 weed strains | A- Grade bud!,,,,,7,g,,
grillote,-1,-1,2019-01-22 4:15:00,5 Gram - 55 EUR - Critical Mass Bio * Weed*  SPECIAL OFFER!!!,,,,,5,g,,
grillote,-1,-1,2018-12-11 6:43:00,2 Gram - 30 EUR - Critical Mass Bio SPECIAL OFFER!!!,,,,,2,g,,
grillote,-1,-1,2019-10-26 3:17:00,6 Gram - 72 EUR - Critical Mass Bio SPECIAL OFFER!!!,,,,,6,g,,
grillote,-1,-1,2019-10-23 5:37:00,2 Gram - 26 EUR - Critical Mass Bio SPECIAL OFFER!!!,,,,,2,g,,
grillote,-1,-1,2019-06-04 4:27:00,100 Gram - 639 EUR - Critical Mass Bio SPECIAL OFFER!!!,,,,,100,g,,
grillote,-1,-1,2019-05-28 12:36:00,5 Gram - 55 EUR - Critical Mass Bio SPECIAL OFFER!!!,,,,,5,g,,
grillote,-1,-1,2019-02-16 2:55:00,100 Gram - 565 EUR - Critical Mass Bio SPECIAL OFFER!!!,,,,,100,g,,
ColonelJackONeill,-1,85.4,2019-05-03 4:05:00,14 Gram - 85.4 USD - Buds - PURPLE KUSH Cannabis - CANADA ONLY,,,,,14,g,,
ColonelJackONeill,-1,187.46,2019-01-26 3:06:00,28 Gram - 187.46 USD - Buds - PURPLE KUSH Cannabis - CANADA ONLY,,,,,28,g,,
ColonelJackONeill,-1,107.38,2018-12-22 2:44:00,14 Gram - 107.38 USD - Buds - PURPLE KUSH Cannabis - CANADA ONLY,,,,,14,g,,
KushDoctor,0.003719,23.78,2018-11-03 3:45:12,1 gr. ZERO ZERO HASH *2018* AAAAA++++,,,,,1,g,,
Trickdaddy1,-1,416,2019-01-23 3:45:27,"P LB POUND \""Trump\"" Hemp wholesale bud",,,,,1,lb,,
DutchDreams,-1,-1,2018-12-05 0:00:00,BUDGET HAZE 10 GRAM,,,,,10,g,,
MaryTane,-1,58.39,2018-12-01 6:56:00,9 Gram - 58.39 USD - FIRE on SALE Organic Indoor- OG Kush - TOP SHELF,,,,,9,g,,
MaryTane,-1,189.84,2019-11-26 4:33:00,28 Gram - 189.84 USD - FIRE on SALE Organic Indoor- OG Kush - TOP SHELF,,,,,28,g,,
MaryTane,-1,312.2,2019-11-20 5:15:00,56 Gram - 312.2 USD - FIRE on SALE Organic Indoor- OG Kush - TOP SHELF,,,,,56,g,,
MaryTane,-1,105.28,2019-11-13 5:21:00,18 Gram - 105.28 USD - FIRE on SALE Organic Indoor- OG Kush - TOP SHELF,,,,,18,g,,
MaryTane,-1,89.94,2019-11-09 10:30:00,14 Gram - 89.94 USD - FIRE on SALE Organic Indoor- OG Kush - TOP SHELF,,,,,14,g,,
MaryTane,-1,161.84,2019-11-03 9:56:00,28 Gram - 161.84 USD - FIRE on SALE Organic Indoor- OG Kush - TOP SHELF,,,,,28,g,,
MaryTane,-1,114.94,2019-10-31 10:07:00,14 Gram - 114.94 USD - FIRE on SALE Organic Indoor- OG Kush - TOP SHELF,,,,,14,g,,
MaryTane,-1,331.76,2019-10-19 5:43:00,56 Gram - 331.76 USD - FIRE on SALE Organic Indoor- OG Kush - TOP SHELF,,,,,56,g,,
MaryTane,-1,83.44,2019-10-18 11:43:00,14 Gram - 83.44 USD - FIRE on SALE Organic Indoor- OG Kush - TOP SHELF,,,,,14,g,,
MaryTane,-1,184.52,2019-10-10 3:18:00,28 Gram - 184.52 USD - FIRE on SALE Organic Indoor- OG Kush - TOP SHELF,,,,,28,g,,
MaryTane,-1,77.73,2019-09-28 2:17:00,11 Gram - 77.73 USD - FIRE on SALE Organic Indoor- OG Kush - TOP SHELF,,,,,11,g,,
MaryTane,-1,86.44,2019-09-13 5:14:00,14 Gram - 86.44 USD - FIRE on SALE Organic Indoor- OG Kush - TOP SHELF,,,,,14,g,,
MaryTane,-1,298.76,2019-07-27 9:21:00,56 Gram - 298.76 USD - FIRE on SALE Organic Indoor- OG Kush - TOP SHELF,,,,,56,g,,
MaryTane,-1,156.52,2019-07-22 6:30:00,28 Gram - 156.52 USD - FIRE on SALE Organic Indoor- OG Kush - TOP SHELF,,,,,28,g,,
MaryTane,-1,119.06,2019-01-13 5:36:00,14 Gram - 119.06 USD - Organic Indoor - Loud - OG Kush - One Hitter Quitter - HEADY,,,,,14,g,,
MaryTane,-1,209.08,2018-12-15 5:07:00,28 Gram - 209.08 USD - Organic Indoor - Loud - OG Kush - One Hitter Quitter - HEADY,,,,,28,g,,
DreamWeaver,-1,-1,2018-12-19 0:00:00,14g of MEGA MIX | 4 weed strains | A- Grade bud!,,,,,14,g,,
DreamWeaver,-1,-1,2018-12-18 0:00:00,7g Stardawg | NDD/UK / Best Customer Service,,,,,7,g,,
greatwhiteweed,0.0027,9.63,2019-01-21 3:49:51,2 x feminized Gorilla Glue seed,2,,,,,seed,,
DutchDreams,0.076,284.05,2018-12-06 3:50:17,AMNESIA HAZE 25 GRAM,,,,,25,g,,
buddeals,-1,104,1969-12-31 19:00:00,Best indoor strain mixtures GRADE A++++,,,,,,,,
TOPMARKET13,0.02256,87.34,2018-12-04 3:50:49,?7G LEMON HAZE?,,,,,7,g,,
NamasteBitches420,-1,17,2019-01-25 3:26:00,1 Gram - 17 USD - New OG Kush Golden Wax.Only$15 a gram,,1,,,1,g,,
NamasteBitches420,-1,61,2019-01-24 11:38:00,3 Gram - 61 USD - New OG Kush Golden Wax.Only$15 a gram,,1,,,3,g,,
NamasteBitches420,-1,129,2019-01-24 8:24:00,7 Gram - 129 USD - New OG Kush Golden Wax.Only$15 a gram,,1,,,7,g,,
NamasteBitches420,-1,34,2019-01-23 7:17:00,2 Gram - 34 USD - New OG Kush Golden Wax.Only$15 a gram,,1,,,2,g,,
NamasteBitches420,-1,180,2019-01-22 11:06:00,10 Gram - 180 USD - New OG Kush Golden Wax.Only$15 a gram,,1,,,10,g,,
NamasteBitches420,-1,69.5,2019-01-18 11:36:00,3.5 Gram - 69.5 USD - New OG Kush Golden Wax.Only$15 a gram,,1,,,3.5,g,,
NamasteBitches420,-1,27,2019-01-18 9:42:00,1 Gram - 27 USD - New OG Kush Golden Wax.Only$15 a gram,,1,,,1,g,,
NamasteBitches420,-1,95,2019-01-14 6:23:00,5 Gram - 95 USD - New OG Kush Golden Wax.Only$15 a gram,,1,,,5,g,,
NamasteBitches420,-1,42.5,2019-01-12 10:50:00,2.5 Gram - 42.5 USD - New OG Kush Golden Wax.Only$15 a gram,,1,,,2.5,g,,
NamasteBitches420,-1,79.5,2019-01-12 6:49:00,3.5 Gram - 79.5 USD - New OG Kush Golden Wax.Only$15 a gram,,1,,,3.5,g,,
DreamWeaver,-1,-1,2018-12-07 0:00:00,1.2g Stardawg | NDD/UK / Best Customer Service,,,,,1.2,g,,
Ametist91,-1,86.944,2019-01-03 3:54:38,"Super Sour Widow, AA Quality. Free Ship+Stealth 8g",,,,,5,g,,
Neolytik,-1,-1,2019-01-27 7:27:00,10 Gram - 84 EUR - Crystal Candy - Indoor BIO,,,,,10,g,,
Neolytik,-1,-1,2019-04-14 6:25:00,25 Gram - 231.25 EUR - Cristal Candy - Outdoor BIO,,,,,25,g,,
Neolytik,-1,-1,2019-04-09 6:00:00,10 Gram - 104 EUR - Cristal Candy - Outdoor BIO,,,,,10,g,,
Neolytik,-1,-1,2019-03-29 12:58:00,5 Gram - 64 EUR - Cristal Candy - Outdoor BIO,,,,,5,g,,
Neolytik,-1,-1,2019-02-22 12:06:00,15 Gram - 154 EUR - Cristal Candy - Outdoor BIO,,,,,15,g,,
caliexpress,-1,1070,2019-01-11 7:30:00,1 Piece - 1070 USD - Gorilla Glue 1 LB (16 Oz) @ $1050,,,,,1,lb,,
caliexpress,-1,1370,2019-03-10 9:59:00,1 Piece - 1370 USD - Gorilla Glue 1 LB (16 Oz) @ !$1350,,,,,1,lb,,
Team17,-1,-1,2018-12-09 6:08:00,10 Piece - 42 EUR - Amnesia Seeds,10,,,,,seed,,
Team17,-1,-1,2019-11-01 8:27:00,10 Piece - 41 EUR - Amnesia Seeds,10,,,,,seed,,
Team17,-1,-1,2019-10-22 4:40:00,2 Piece - 17 EUR - Amnesia Seeds,2,,,,,seed,,
Team17,-1,-1,2019-09-04 10:05:00,3 Piece - 26.5 EUR - Amnesia Seeds,3,,,,,seed,,
Team17,-1,-1,2019-08-02 11:01:00,3 Piece - 24.5 EUR - Amnesia Seeds,3,,,,,seed,,
Team17,-1,-1,2019-06-15 6:54:00,10 Piece - 36 EUR - Amnesia Seeds,10,,,,,seed,,
EdRosenthal99,-1,-1,2019-08-17 4:01:00,5 Gram - 66.48 EUR - Blueberry Indica- Premium Quality/ Bio Grown,,,,,5,g,,
mailordermary2,0.00855,30.96,2019-01-16 3:59:18,Happy Happy Hippy Hydro Weed - 4 Grams,,,,,4,g,,
tradman1,0.01638,60.67,2019-01-15 3:59:33,"Lemon Kush, Premium - 4g",,,,,4,g,,
cali_finest,-1,1419.6,2019-01-24 4:00:16,1 LB OG KUSH,,,,,1,lb,,
TheGermanBudtender1,-1,-1,2019-11-20 0:00:00,"1g Silver Haze, Coffeshop AAA+ Qualy, ESCROW",,,,,1,g,,
TheGermanBudtender1,-1,-1,2019-11-23 0:00:00,1g OG Kush LemonLarry/ SuperLemonHaze/NebulaHaze/Amnesia/PowerKus,,,,,1,g,,
DutchDreams,-1,-1,2018-12-01 0:00:00,AMNESIA HAZE 5 GRAM,,,,,5,g,,
DutchDreams,-1,-1,2019-01-14 0:00:00,COTTON CANDY KUSH 3 GRAM,,,,,3,g,,
DutchDreams,-1,-1,2019-01-19 0:00:00,GREEN WHITE KUSH 5 GRAM,,,,,5,g,,
DutchDreams,-1,-1,2018-12-10 0:00:00,OG KUSH 10 GRAM,,,,,10,g,,
DutchDreams,-1,-1,2019-11-18 0:00:00,BUDGET HAZE 3 GRAM,,,,,3,g,,
DutchDreams,-1,-1,2018-12-11 0:00:00,ORANGE KUSH  5 GRAM,,,,,5,g,,
DutchDreams,-1,-1,2018-12-23 0:00:00,ORANGE KUSH 10 GRAM,,,,,10,g,,
DutchDreams,-1,-1,2019-11-17 0:00:00,LEMON HAZE 10 GRAM,,,,,10,g,,
PsiloManufacture,-1,-1,2019-01-23 0:00:00,3g weed. amnesia haze,,,,,3,g,,
DutchDreams,-1,-1,2019-01-25 0:00:00,BLUEBERRY KUSH 3  GRAM,,,,,3,g,,
Easytimes,0.00228,8.31,2019-01-17 5:47:46,3.5g strawberry kush C ++ Excellent value ++,,,,,3.5,g,,
DreamWeaver,-1,-1,2019-11-14 0:00:00,3.5g Stardawg | NDD/UK / Best Customer Service,,,,,3.5,g,,
drgreenthumb4201,-1,182,2019-01-19 5:47:56,5X 1ML DISTILLATE CARTRIDGE (SATIVA),5,,,,1,ml,,
capebaldy,-1,18.72,2019-01-18 5:48:31,"? HP, 1 LB  Lemon kush $750 HP",,,,,1,lb,,
StankDepot,-1,572,2018-12-21 5:48:40,300mg INCREDIBLES HIGH-QUALITY INFUSED EDIBLE x20,20,,1,,300,mg,,
green_usa,-1,258.96,2018-10-07 5:48:59,28g Poison OG Medical Grade Hybrid,,,,,28,g,,
purpled,-1,100,2019-06-14 8:21:00,1 Piece - 100 USD - Wedding Cake Ounce,,,,,1,oz,,
purpled,-1,107.15,2019-03-26 1:33:00,1 Piece - 107.15 USD - Wedding Cake Ounce - Free Gram Of Hash,,,,,1,oz,,
GreenJack,-1,105,2019-11-16 12:50:00,10 Gram - 105 USD - Pot Of Gold/Outdoor/AAA/Free Shipping,,,,,10,g,,
GreenJack,-1,14.7,2019-09-14 10:52:00,1 Gram - 14.7 USD - Pot Of Gold/Outdoor/AAA/Free Shipping,,,,,1,g,,
GreenJack,-1,58,2019-06-18 11:01:00,5 Gram - 58 USD - Pot Of Gold/Outdoor/AAA/Free Shipping,,,,,5,g,,
texaswranger,0.1946,1247.03,2018-11-12 5:51:37,1 oz Premium Medical Weed plus bonus,,,,,1,oz,,
supremeweed,-1,364,2019-01-25 5:52:39,QP/113g Bubba Kush INDOOR weed,,,,,113,g,,
Real_DP247,0.01727,61.69,2019-01-22 5:58:10,4 x RAW Prerolled Joints Weed/Tobak,4,,,,,,,
terekgears,-1,17.68,2019-01-23 5:58:18,3.5g Bud of the Week,,,,,3.5,g,,
cabackdoormedical,-1,2912,2018-10-09 5:58:51,OG Kush 3 lbs *Mix n Match*,,,,,3,lb,,
CannaCaviar,0.0795,313.9,2018-12-05 5:58:55,28 g Ortega [Limited OFFER] Legendary strain,,,,,28,g,,
DougWilson,0.0325,,1969-12-31 19:00:00,Power Plant 10g,,,,,10,g,,
egli,-1,1.04,2019-01-18 6:11:00,1g /2g / 5g / 7g/ 10g - SuperSkunk & more,,,,,,g,,
QueenOfCannabis,0.157,507.5,2018-12-16 6:11:28,A+++ Super Lemon Haze 40% THC 50g,,,,40,50,g,,
amsterdamdream,-1,-1,2018-12-29 8:15:00,2 Gram - 31 EUR - Ghost Train Haze 27% THC (rare strain - Cannabis cup winner),,,,27,2,g,,
amsterdamdream,-1,-1,2018-12-11 1:16:00,8 Gram - 97 EUR - Ghost Train Haze 27% THC (rare strain - Cannabis cup winner),,,,27,8,g,,
amsterdamdream,-1,-1,2019-10-02 6:21:00,5 Gram - 62.5 EUR - Ghost Train Haze 27% THC (rare strain - Cannabis cup winner),,,,27,5,g,,
amsterdamdream,-1,-1,2019-07-30 8:57:00,3 Gram - 44 EUR - Ghost Train Haze 27% THC (rare strain - Cannabis cup winner),,,,27,3,g,,
walpee911,-1,163,2019-01-17 9:24:00,2 Gram - 163 USD - MDMA Grade A Grams,,,,,2,g,,
walpee911,-1,273,2019-01-13 8:35:00,4 Gram - 273 USD - MDMA Grade A Grams,,,,,4,g,,
walpee911,-1,143,2018-12-13 4:13:00,2 Gram - 143 USD - MDMA Grade A Grams,,,,,2,g,,
walpee911,-1,65,2018-12-03 10:19:00,1 Gram - 65 USD - MDMA Grade A Grams,,,,,1,g,,
walpee911,-1,253,2019-10-24 11:30:00,4 Gram - 253 USD - MDMA Grade A Grams,,,,,4,g,,
walpee911,-1,313,2019-10-12 4:13:00,5 Gram - 313 USD - MDMA Grade A Grams,,,,,5,g,,
walpee911,-1,78,2019-10-06 8:09:00,1 Gram - 78 USD - MDMA Grade A Grams,,,,,1,g,,
walpee911,-1,98,2019-09-03 11:47:00,1 Gram - 98 USD - MDMA Grade A Grams,,,,,1,g,,
walpee911,-1,453,2019-08-28 5:25:00,8 Gram - 453 USD - MDMA Grade A Grams,,,,,8,g,,
walpee911,-1,208,2019-08-24 1:51:00,3 Gram - 208 USD - MDMA Grade A Grams,,,,,3,g,,
siriuscanna,-1,85,2019-05-08 9:33:00,1 Piece - 85 USD - *SPECIAL OFFER* 3 92% THC carts with FREE pen!,3,1,,92,,,,
fishermanze,-1,-1,2018-09-30 6:14:24,Top quality Cannabis Oil,1,1,,,,,,
PURECANNABIS,-1,55,2019-01-22 6:18:18,5G AA+ GRADE OUTDOOR CANNABIS - NEW VENDOR 20$!,,,,,5,g,,
cann4you,0.0339,122.11,2019-01-23 6:22:20,10g Great AAAA --- Kush Bomb ---,,,,,10,g,,
Extracts4you,0.01155,41.56,2019-01-25 6:22:25,Gelato 0.5ML 70% THC vape cartridge,1,1,,70,0.5,ml,,
KindSelection,0.0456,164.25,2019-01-23 6:22:30,14g Sour Diesel Kush Sativa 70% Indica 30%,,,,100,14,g,,
StoreOil,0.0415,153.71,2019-01-15 6:22:52,3gr THC OIL CO2 %75  with Terpenes,,1,,75,3,g,,
TheHighConnection,-1,149.76,2019-01-18 6:23:02,28 grams BLUE CHEESE (Medical),,,,,28,g,,
green_usa,-1,78,2018-08-27 6:23:23,2x Kiva Tangerine Dark Chocholate 100 mg,2,,1,,100,mg,,
hewq123,-1,26,2018-11-13 6:23:40,Jack Herer --25 seeds-- FREE SHIPPING,,,,,25,,,
Oxumoron,0.01155,41.83,2019-01-16 6:24:39,7 GRAM - \'HEADBANGER OG\' SKUNK TRIM - AAAA- TOP SH,,,,,7,g,,
ricksimpsonstyle,0.02078,73.79,2019-01-14 6:27:38,5G AMNESIA HAZE A+++ PREMIUM QUALI,,,,,5,g,,
REAL-King-h,0.03809,250.63,2018-10-04 6:27:44,Special Offer! 10g of Tutti Frutti Dry Sift for 11,,,,,10,g,,
bushplanet,0.045,166.68,2019-01-15 6:28:13,25G outdoor weed Northern Lights,,,,,25,g,,
Paulas-BIO-Garten,-1,-1,2019-01-17 5:39:00,1 Gram - 13 EUR - Apple Jack (Sativa/Indica),,,,,1,g,,
Paulas-BIO-Garten,-1,-1,2019-01-17 12:25:00,2 Gram - 30 EUR - Apple Jack (Sativa/Indica),,,,,2,g,,
Paulas-BIO-Garten,-1,-1,2019-01-13 5:19:00,3 Gram - 40 EUR - Apple Jack (Sativa/Indica),,,,,3,g,,
Paulas-BIO-Garten,-1,-1,2019-01-09 5:24:00,5 Gram - 59 EUR - Apple Jack (Sativa/Indica),,,,,5,g,,
Paulas-BIO-Garten,-1,-1,2019-09-09 6:17:00,5 Gram - 69 EUR - Blueberry Haze (Sativa/Indica),,,,,5,g,,
Paulas-BIO-Garten,-1,-1,2019-08-20 6:58:00,10 Gram - 126 EUR - Blueberry Haze (Sativa/Indica),,,,,10,g,,
Paulas-BIO-Garten,-1,-1,2019-08-20 2:49:00,15 Gram - 186 EUR - Blueberry Haze (Sativa/Indica),,,,,15,g,,
Paulas-BIO-Garten,-1,-1,2019-08-17 4:29:00,5 Gram - 75 EUR - Lemon Bubble (Sativa),,,,,5,g,,
Paulas-BIO-Garten,-1,-1,2019-08-08 3:38:00,4 Gram - 62 EUR - Blueberry Haze (Sativa/Indica),,,,,4,g,,
Paulas-BIO-Garten,-1,-1,2019-08-07 9:25:00,18 Gram - 222 EUR - Lemon Bubble (Sativa),,,,,18,g,,
Paulas-BIO-Garten,-1,-1,2019-08-05 12:29:00,10 Gram - 125 EUR - Lemon Bubble (Sativa),,,,,10,g,,
Paulas-BIO-Garten,-1,-1,2019-08-01 1:47:00,5 Gram - 71 EUR - Lemon Bubble (Sativa),,,,,5,g,,
Paulas-BIO-Garten,-1,-1,2019-08-01 9:09:00,20 Gram - 226 EUR - Blueberry Haze (Sativa/Indica),,,,,20,g,,
Paulas-BIO-Garten,-1,-1,2019-07-31 10:51:00,1 Gram - 19 EUR - Blueberry Haze (Sativa/Indica),,,,,1,g,,
Paulas-BIO-Garten,-1,-1,2019-07-27 12:57:00,3 Gram - 50.5 EUR - Lemon Bubble (Sativa),,,,,3,g,,
Paulas-BIO-Garten,-1,-1,2019-07-25 6:54:00,5 Gram - 70 EUR - Lemon Bubble (Sativa),,,,,5,g,,
Paulas-BIO-Garten,-1,-1,2019-07-17 12:22:00,3 Gram - 47 EUR - Lemon Bubble (Sativa),,,,,3,g,,
Paulas-BIO-Garten,-1,-1,2019-07-03 10:46:00,5 Gram - 65 EUR - Lemon Bubble (Sativa),,,,,5,g,,
Paulas-BIO-Garten,-1,-1,2019-07-02 9:52:00,6 Gram - 84 EUR - Lemon Bubble (Sativa),,,,,5,g,,
Paulas-BIO-Garten,-1,-1,2019-07-01 12:05:00,20 Gram - 246 EUR - Lemon Bubble (Sativa),,,,,20,g,,
KatiesCarts,-1,95.68,2019-01-24 6:28:40,5x JUUL Pod filled with THC or CBD oil.,5,1,,,,,,
caliexpress,-1,115,2019-01-16 4:45:00,7 Gram - 115 USD - New Mars Og Shatter grams @ ==> $15,,,,,7,g,,
caliexpress,-1,85,2019-01-10 8:35:00,5 Gram - 85 USD - New Mars Og Shatter grams @ ==> $15,,,,,5,g,,
caliexpress,-1,70,2018-12-26 11:10:00,4 Gram - 70 USD - New Mars Og Shatter grams @ ==> $15,,,,,4,g,,
caliexpress,-1,115,2019-04-29 5:51:00,7 Gram - 115 USD - New trainwreck Shatter grams ===&gt; @ $15,,,,,7,g,,
caliexpress,-1,85,2019-03-25 7:45:00,5 Gram - 85 USD - Lemon Shatter grams ===&gt; @ $15,,,,,5,g,,
