vendor_name,bitcoin_amt,USD,date,product_description,Count,can_be_vaped,is_edible,THC purity (%),Quantity/mass,Unit,Unit mass in grams,Total mass in grams
thedrugskingpin,-1,-1,2018-11-29 6:31:46,"Morrocan polm 20%+ THC, good quality good price FREE SHIPPING 42 USD FOR 5 GRAMS 18 FOR 2 AND 70 FOR 10 GRAMS",,1,,20,,g,,
NoLimits187,0.01454,81.23,2018-11-17 6:39:56,?3g? SUPER SILVER HAZE ??,,,,,3,g,,
CaptainW33D,0.0242,89.18,2019-01-18 6:40:01,20 x 200mg Rifman Hash Edible Caramell,20,,1,,200,mg,,
HumboldtOil,-1,395.2,2019-01-20 6:40:29,112G QP HIGH QUALITY BUD INDOOR,,,,,112,g,,
emeraldgemini,-1,79,2019-01-27 6:06:00,7 Piece - 79 USD - Gummy Donuts Rockin 100mg of THC Each:) BUY3GET1FREE,7,,1,,100,mg,,
emeraldgemini,-1,129,2019-01-25 11:51:00,12 Piece - 129 USD - Gummy Donuts Rockin 100mg of THC Each:) BUY3GET1FREE,12,,1,,100,mg,,
emeraldgemini,-1,109,2019-01-02 6:56:00,10 Piece - 109 USD - Gummy Donuts Rockin 100mg of THC Each:) BUY3GET1FREE,10,,1,,100,mg,,
emeraldgemini,-1,39,2018-12-30 2:34:00,3 Piece - 39 USD - Gummy Donuts Rockin 100mg of THC Each:) BUY3GET1FREE,3,,1,,100,mg,,
emeraldgemini,-1,159,2019-11-25 3:43:00,10 Piece - 159 USD - Gummy Donuts Rockin 100mg of THC Each:) BUY3GET1FREE,10,,1,,100,mg,,
emeraldgemini,-1,54,2019-11-07 4:46:00,3 Piece - 54 USD - Gummy Donuts Rockin 100mg of THC Each:) BUY3GET1FREE,3,,1,,100,mg,,
emeraldgemini,-1,45,2019-05-24 11:30:00,3 Piece - 45 USD - Gummy Donuts Rockin 100mg of THC Each:) BUY3GET1FREE,3,,1,,100,mg,,
emeraldgemini,-1,84,2019-04-17 4:12:00,5 Piece - 84 USD - Gummy Donuts Rockin 100mg of THC Each:) BUY3GET1FREE,5,,1,,100,mg,,
emeraldgemini,-1,150,2019-01-16 10:20:00,10 Piece - 150 USD - Gummy Donuts Rockin 100mg of THC Each:) BUY3GET1FREE,10,,1,,100,mg,,
emeraldgemini,-1,158,2019-01-16 10:15:00,10 Piece - 158 USD - Gummy Donuts Rockin 100mg of THC Each:) BUY3GET1FREE,10,,1,,100,mg,,
emeraldgemini,-1,98,2019-01-13 8:10:00,6 Piece - 98 USD - Gummy Donuts Rockin 100mg of THC Each:) BUY3GET1FREE,6,,1,,100,mg,,
emerald_citi,-1,234,2019-01-01 6:41:39,56g Blue Dream Hybrid Medical Grade Indoor,,,,,56,g,,
gnarlygnome,-1,46.8,2018-10-25 6:42:01,(3.5G) INCREDIBLE POWER - MEDICAL GRADE *HIGH CBD*,,,,,3.5,g,,
BudWorld,-1,1248,2018-12-22 6:45:19,LB of CHEMDAWG (greenhouse) [ORGANIC) SALE!!!,,,,,1,lb,,
tinyrock,-1,-1,2019-01-26 6:48:00,5 Gram - 51.5 EUR - OG Kush | Diesel Kush,,,,,5,g,,
tinyrock,-1,-1,2019-01-26 12:33:00,10 Gram - 90 EUR - OG Kush | Diesel Kush,,,,,10,g,,
tinyrock,-1,-1,2019-01-24 3:31:00,10 Gram - 94 EUR - OG Kush | Diesel Kush,,,,,10,g,,
tinyrock,-1,-1,2019-01-23 12:55:00,2.5 Gram - 25 EUR - OG Kush | Diesel Kush,,,,,2.5,g,,
tinyrock,-1,-1,2019-01-22 4:18:00,10 Gram - 105 EUR - OG Kush | Diesel Kush,,,,,10,g,,
tinyrock,-1,-1,2019-01-22 11:26:00,2.5 Gram - 29 EUR - OG Kush | Diesel Kush,,,,,2.5,g,,
tinyrock,-1,-1,2019-01-16 1:04:00,10 Gram - 96 EUR - OG Kush | Diesel Kush,,,,,10,g,,
tinyrock,-1,-1,2019-01-14 11:41:00,20 Gram - 192 EUR - OG Kush | Diesel Kush,,,,,20,g,,
tinyrock,-1,-1,2019-01-12 9:56:00,15 Gram - 141 EUR - OG Kush | Diesel Kush,,,,,15,g,,
tinyrock,-1,-1,2019-01-10 3:55:00,50 Gram - 419 EUR - OG Kush | Diesel Kush,,,,,50,g,,
tinyrock,-1,-1,2019-01-05 12:09:00,15 Gram - 139 EUR - OG Kush | Diesel Kush,,,,,15,g,,
-Lenas-BioLaden-,-1,-1,2019-01-27 4:19:00,3 Gram - 42.25 EUR - * Lena\'s * SOUR DIESEL * Bio Weed * (Sativa),,,,,3,g,,
-Lenas-BioLaden-,-1,-1,2019-01-26 11:59:00,10 Gram - 111.75 EUR - * Lena\'s * SOUR DIESEL * Bio Weed * (Sativa),,,,,10,g,,
-Lenas-BioLaden-,-1,-1,2019-01-24 8:51:00,6 Gram - 74.95 EUR - * Lena\'s * SOUR DIESEL * Bio Weed * (Sativa),,,,,6,g,,
-Lenas-BioLaden-,-1,-1,2019-01-24 9:56:00,3 Gram - 45.99 EUR - * Lena\'s * SOUR DIESEL * Bio Weed * (Sativa),,,,,3,g,,
-Lenas-BioLaden-,-1,-1,2019-01-23 6:35:00,5 Gram - 63.25 EUR - * Lena\'s * SOUR DIESEL * Bio Weed * (Sativa),,,,,5,g,,
-Lenas-BioLaden-,-1,-1,2019-01-23 5:32:00,6 Gram - 85.09 EUR - * Lena\'s * SOUR DIESEL * Bio Weed * (Sativa),,,,,6,g,,
-Lenas-BioLaden-,-1,-1,2019-01-21 10:08:00,14 Gram - 154.55 EUR - * Lena\'s * SOUR DIESEL * Bio Weed * (Sativa),,,,,14,g,,
-Lenas-BioLaden-,-1,-1,2019-01-21 4:52:00,10 Gram - 107 EUR - * Lena\'s * SOUR DIESEL * Bio Weed * (Sativa),,,,,10,g,,
-Lenas-BioLaden-,-1,-1,2019-01-18 10:09:00,5 Gram - 66.99 EUR - * Lena\'s * SOUR DIESEL * Bio Weed * (Sativa),,,,,5,g,,
-Lenas-BioLaden-,-1,-1,2019-01-18 5:57:00,21 Gram - 229.45 EUR - * Lena\'s * SOUR DIESEL * Bio Weed * (Sativa),,,,,21,g,,
-Lenas-BioLaden-,-1,-1,2019-01-18 5:57:00,25 Gram - 252.25 EUR - * Lena\'s * SOUR DIESEL * Bio Weed * (Sativa),,,,,25,g,,
-Lenas-BioLaden-,-1,-1,2019-01-16 11:10:00,7 Gram - 86.65 EUR - * Lena\'s * SOUR DIESEL * Bio Weed * (Sativa),,,,,7,g,,
-Lenas-BioLaden-,-1,-1,2019-01-16 11:08:00,4 Gram - 50 EUR - * Lena\'s * SOUR DIESEL * Bio Weed * (Sativa),,,,,4,g,,
-Lenas-BioLaden-,-1,-1,2019-01-15 12:35:00,29 Gram - 295.59 EUR - * Lena\'s * SOUR DIESEL * Bio Weed * (Sativa),,,,,29,g,,
-Lenas-BioLaden-,-1,-1,2019-01-05 11:04:00,4 Gram - 54.75 EUR - * Lena\'s * SOUR DIESEL * Bio Weed * (Sativa),,,,,4,g,,
TheBudSource,-1,125,2019-06-28 8:10:00,1 Ounce - 125 USD - High Grade &quot;LEMON VENOM&quot; $125 oz FREE HASH &amp; SHIPPING!,,,,,1,oz,,
TheBudSource,-1,133,2019-03-20 2:41:00,1 Ounce - 133 USD - NEW KILLER BATCH! High Grade &quot;Lemon Venom&quot;,,,,,1,oz,,
TheBudSource,-1,108,2019-02-24 1:22:00,1 Ounce - 108 USD - NEW VENDOR SALE! NEW KILLER BATCH! High Grade &quot;Lemon Venom&quot;,,,,,1,oz,,
TheBudSource,-1,107.2,2019-02-21 2:29:00,1 Ounce - 107.2 USD - NEW VENDOR SALE! NEW KILLER BATCH! High Grade \'Lemon Venom\',,,,,1,oz,,
TheBudSource,-1,211.65,2019-02-17 8:46:00,2 Ounce - 211.65 USD - NEW VENDOR SALE! High Grade \'Lemon Venom\' $99 ounces,,,,,2,oz,,
TheBudSource,-1,140,2019-02-10 7:45:00,1 Ounce - 140 USD - NEW KILLER BATCH! High Grade \'Lemon Venom\' FREE SHIPPING,,,,,1,oz,,
TheBudSource,-1,106.2,2019-02-02 9:40:00,1 Ounce - 106.2 USD - NEW VENDOR SALE! High Grade \'Lemon Venom\' $99 ounces,,,,,1,oz,,
NamasteBitches420,-1,184.3,2019-01-25 9:52:00,42 Gram - 184.3 USD - New Sour Diesel Indoor (Super Frosty)(Just harvested 12/18/18,,,,,42,g,,
NamasteBitches420,-1,31.5,2019-01-23 9:57:00,7 Gram - 31.5 USD - New Sour Diesel Indoor (Super Frosty)(Just harvested 12/18/18,,,,,7,g,,
NamasteBitches420,-1,71.75,2019-01-23 8:30:00,15 Gram - 71.75 USD - New Sour Diesel Indoor (Super Frosty)(Just harvested 12/18/18,,,,,15,g,,
NamasteBitches420,-1,124.2,2019-01-23 8:19:00,28 Gram - 124.2 USD - New Sour Diesel Indoor (Super Frosty)(Just harvested 12/18/18,,,,,28,g,,
NamasteBitches420,-1,80.25,2019-01-23 6:49:00,17 Gram - 80.25 USD - New Sour Diesel Indoor (Super Frosty)(Just harvested 12/18/18,,,,,17,g,,
NamasteBitches420,-1,39.5,2019-01-15 4:22:00,7 Gram - 39.5 USD - New Sour Diesel Indoor (Super Frosty)(Just harvested 12/18/18,,,,,7,g,,
NamasteBitches420,-1,41.75,2019-01-14 7:22:00,7.5 Gram - 41.75 USD - New Sour Diesel Indoor (Super Frosty)(Just harvested 12/18/18,,,,,7.5,g,,
NamasteBitches420,-1,116.2,2019-01-14 6:23:00,28 Gram - 116.2 USD - New Sour Diesel Indoor (Super Frosty)(Just harvested 12/18/18,,,,,28,g,,
NamasteBitches420,-1,458,2019-01-13 7:27:00,112 Gram - 458 USD - New Sour Diesel Indoor (Super Frosty)(Just harvested 12/18/18,,,,,112,g,,
NamasteBitches420,-1,134.5,2019-01-12 8:21:00,30 Gram - 134.5 USD - New Sour Diesel Indoor (Super Frosty)(Just harvested 12/18/18,,,,,30,g,,
NamasteBitches420,-1,66.5,2019-01-11 1:49:00,13 Gram - 66.5 USD - New Sour Diesel Indoor (Super Frosty)(Just harvested 12/18/18,,,,,13,g,,
NamasteBitches420,-1,53,2019-01-05 2:34:00,10 Gram - 53 USD - New Sour Diesel Indoor (Super Frosty)(Just harvested 12/18/18,,,,,10,g,,
NamasteBitches420,-1,242.4,2019-01-04 1:51:00,56 Gram - 242.4 USD - New Sour Diesel Indoor (Super Frosty)(Just harvested 12/18/18,,,,,56,g,,
YOURDEALER,-1,-1,2019-01-26 6:40:00,"3 Gram - 60 EUR - OG KUSH, FREE SHIPPING",,,,,3,g,,
YOURDEALER,-1,-1,2019-01-22 2:11:00,"1 Gram - 21 EUR - OG KUSH, FREE SHIPPING",,,,,1,g,,
YOURDEALER,-1,-1,2019-01-09 11:23:00,"5 Gram - 95 EUR - OG KUSH, FREE SHIPPING",,,,,5,g,,
YOURDEALER,-1,-1,2019-11-19 1:39:00,"10 Gram - 170 EUR - OG KUSH, FREE SHIPPING",,,,,10,g,,
YOURDEALER,-1,-1,2019-11-01 6:58:00,"4 Gram - 86 EUR - OG KUSH, FREE SHIPPING",,,,,4,g,,
YOURDEALER,-1,-1,2019-09-18 9:51:00,"2 Gram - 42 EUR - OG KUSH, FREE SHIPPING",,,,,2,g,,
YOURDEALER,-1,-1,2019-05-15 1:08:00,"55 Gram - 247.5 EUR - OG KUSH, FREE SHIPPING",,,,,55,g,,
YOURDEALER,-1,-1,2019-03-14 7:52:00,"20 Gram - 300 EUR - OG KUSH, FREE SHIPPING",,,,,20,g,,
YOURDEALER,-1,-1,2019-03-08 9:56:00,"10 Gram - 176 EUR - OG KUSH, FREE SHIPPING",,,,,10,g,,
amazonprime007,-1,1329.2,2019-09-27 10:45:00,4480 Gram - 1329.2 USD - Greenhouse marijuana,,,,,4480,g,,
amazonprime007,-1,129.92,2019-08-05 9:09:00,28 Gram - 129.92 USD - Greenhouse marijuana,,,,,28,g,,
ukfruits,-1,-1,2019-01-26 7:52:00,1 Piece - 17 EUR - Milk Chocolate Cannabis Bar 1200mg,1,,1,,1200,mg,,
ukfruits,-1,-1,2019-01-26 1:23:00,1 Piece - 21 EUR - Milk Chocolate Cannabis Bar 1200mg,1,,1,,1200,mg,,
ukfruits,-1,-1,2019-01-21 8:20:00,10 Piece - 154 EUR - Milk Chocolate Cannabis Bar 1200mg,10,,1,,1200,mg,,
ukfruits,-1,-1,2019-01-18 7:14:00,2 Piece - 34 EUR - Milk Chocolate Cannabis Bar 1200mg,2,,1,,1200,mg,,
ukfruits,-1,-1,2019-01-18 8:36:00,3 Piece - 45 EUR - Milk Chocolate Cannabis Bar 1200mg,3,,1,,1200,mg,,
ukfruits,-1,-1,2019-01-11 12:25:00,2 Piece - 38 EUR - Milk Chocolate Cannabis Bar 1200mg,2,,1,,1200,mg,,
amazonprime007,-1,249.76,2018-12-11 8:42:00,28 Gram - 249.76 USD - NY sour diesel,,,,,28,g,,
weedgrowergirls,-1,-1,2019-01-15 3:21:00,10 Gram - 84 EUR - strong indoor organic  MAGNUM weed  beuh,,,,,10,g,,
weedgrowergirls,-1,-1,2019-01-03 6:43:00,20 Gram - 164 EUR - strong indoor organic  MAGNUM weed  beuh,,,,,20,g,,
ItalianMafia,-1,125,2019-02-26 10:10:00,0.25 Ounce - 125 USD - ++## Silver Haze ## INDOOR # Very strong high # AAA##++,,,,,0.25,oz,,
RavenLabs,-1,160.08,2019-01-17 11:12:00,28 Gram - 160.08 USD - Organic OG KUSH $150 Oz,,,,,28,g,,
RavenLabs,-1,9.02,2019-05-01 5:43:00,2 Gram - 9.02 USD - FREE 2 GRAMS Organic Blue Dream Berry White,,,,,2,g,,
RavenLabs,-1,11.02,2019-04-01 3:37:00,2 Gram - 11.02 USD - FREE 2 GRAMS Organic Blue Dream Berry White,,,,,2,g,,
RavenLabs,-1,11.03,2019-03-17 11:25:00,3 Gram - 11.03 USD - FREE 2 GRAMS Organic Blue Dream Berry White,,,,,3,g,,
RavenLabs,-1,11.03,2019-03-10 5:13:00,3 Gram - 11.03 USD - FREE 3 GRAMS Organic Blue Dream Berry White Bruce Banner,,,,,3,g,,
RavenLabs,-1,9.03,2019-03-07 4:14:00,3 Gram - 9.03 USD - FREE 3 GRAMS Organic Blue Dream Berry White Bruce Banner,,,,,3,g,,
RavenLabs,-1,10.03,2019-02-26 8:20:00,3 Gram - 10.03 USD - FREE 3 GRAMS Organic Blue Dream Berry White Bruce Banner,,,,,3,g,,
Made-In-France,-1,-1,2019-01-16 5:18:00,2.5 Gram - 29.5 EUR - Moby Dick Indoor (Escrow),,,,,2.5,g,,
Made-In-France,-1,-1,2019-01-08 3:48:00,3.5 Gram - 40.5 EUR - Moby Dick Indoor (Escrow),,,,,3.5,g,,
Made-In-France,-1,-1,2019-01-06 2:11:00,10 Gram - 102 EUR - Moby Dick Indoor (Escrow),,,,,10,g,,
Made-In-France,-1,-1,2018-12-26 11:14:00,5 Gram - 57 EUR - Moby Dick Indoor (Escrow),,,,,5,g,,
Made-In-France,-1,-1,2019-06-04 8:41:00,5 Gram - 67 EUR - Moby Dick Indoor (Escrow),,,,,5,g,,
Made-In-France,-1,-1,2019-06-01 1:20:00,2.5 Gram - 34.5 EUR - Moby Dick Indoor (Escrow),,,,,2.5,g,,
Made-In-France,-1,-1,2019-05-25 3:46:00,10 Gram - 122 EUR - Moby Dick Indoor (Escrow),,,,,10,g,,
Made-In-France,-1,-1,2019-04-19 8:09:00,9.5 Gram - 116 EUR - Moby Dick Indoor (Escrow),,,,,9.5,g,,
darkweeder,-1,-1,2018-12-10 11:53:00,10 Gram - 108 EUR - Super Skunk - TOP Quality,,,,,10,g,,
darkweeder,-1,-1,2019-11-29 4:35:00,1 Gram - 15 EUR - Super Skunk - TOP Quality,,,,,1,g,,
darkweeder,-1,-1,2019-11-17 2:09:00,3 Gram - 39.5 EUR - Super Skunk - TOP Quality,,,,,3,g,,
darkweeder,-1,-1,2019-11-12 5:23:00,13 Gram - 141.5 EUR - Super Skunk - TOP Quality,,,,,13,g,,
darkweeder,-1,-1,2019-10-07 3:36:00,5 Gram - 64.5 EUR - Super Skunk - TOP Quality,,,,,5,g,,
darkweeder,-1,-1,2019-09-28 6:58:00,5 Gram - 64.5 EUR - Amnesia Weed - Super Skunk,,,,,5,g,,
darkweeder,-1,-1,2019-09-06 5:30:00,5 Gram - 60.5 EUR - Amnesia Weed - Super Skunk,,,,,5,g,,
darkweeder,-1,-1,2019-09-01 8:22:00,10 Gram - 103 EUR - Amnesia Weed - Super Skunk,,,,,10,g,,
darkweeder,-1,-1,2019-08-22 9:39:00,10 Gram - 105 EUR - Amnesia Weed - Super Skunk,,,,,10,g,,
darkweeder,-1,-1,2019-08-20 8:49:00,2 Gram - 28 EUR - Amnesia Weed - Super Skunk,,,,,2,g,,
darkweeder,-1,-1,2019-08-07 7:28:00,10 Gram - 107 EUR - Amnesia Weed - Super Skunk,,,,,10,g,,
darkweeder,-1,-1,2019-04-22 4:36:00,25 Gram - 240.5 EUR - Amnesia Weed - Super Skunk,,,,,25,g,,
darkweeder,-1,-1,2019-03-19 10:09:00,5 Gram - 67 EUR - Super Skunk,,,,,5,g,,
darkweeder,-1,-1,2019-02-17 11:35:00,5 Gram - 62.5 EUR - Amnesia Weed - Super Skunk,,,,,5,g,,
darkweeder,-1,-1,2019-02-07 3:28:00,2 Gram - 33 EUR - Super Skunk,,,,,2,g,,
MerrianWebster,-1,74.53,2019-01-15 14:05:15,7 grams Misty Kush (UK Only),,,,,7,g,,
NorthSeaOil,-1,219,2019-01-09 1:24:00,"5 Piece - 219 USD - 1 THC Distillate Vape Cart, 600mg/.6ml 85% THC, UK & Europe",5,1,,85,600,mg,,
NorthSeaOil,-1,185,2019-01-04 10:09:00,"4 Piece - 185 USD - 1 THC Distillate Vape Cart, 600mg/.6ml 85% THC, UK & Europe",4,1,,85,600,mg,,
NorthSeaOil,-1,49,2019-01-03 7:15:00,"1 Piece - 49 USD - 1 THC Distillate Vape Cart, 600mg/.6ml 85% THC, UK & Europe",1,1,,85,600,mg,,
NorthSeaOil,-1,49,2019-10-31 12:51:00,"1 Piece - 49 USD - THC Distillate Carts, 80% THC, UK & Europe",1,1,,80,,,,
NorthSeaOil,-1,44,2019-09-18 5:39:00,"1 Piece - 44 USD - THC Distillate Carts, 80% THC, UK-&gt;WORLD",1,1,,80,,,,
NorthSeaOil,-1,48,2019-08-14 10:37:00,"1 Piece - 48 USD - THC Distillate Carts, 80% THC, UK-&gt;WORLD",1,1,,80,,,,
NorthSeaOil,-1,78,2019-08-07 8:17:00,"2 Piece - 78 USD - THC Distillate Carts, 80% THC, UK-&gt;WORLD",2,1,,80,,,,
NorthSeaOil,-1,700,2019-08-04 1:39:00,"20 Piece - 700 USD - THC Distillate Carts, 80% THC, UK-&gt;WORLD",20,1,,80,,,,
NorthSeaOil,-1,259,2019-08-01 11:16:00,"7 Piece - 259 USD - THC Distillate Carts, 80% THC, UK-&gt;WORLD",7,1,,80,,,,
NorthSeaOil,-1,359,2019-07-13 7:11:00,"10 Piece - 359 USD - THC Distillate Carts, 80% THC, UK-&gt;WORLD",10,1,,80,,,,
NorthSeaOil,-1,83,2019-07-12 10:09:00,"2 Piece - 83 USD - THC Distillate Carts, 80% THC, UK-&gt;WORLD",2,1,,80,,,,
NorthSeaOil,-1,231,2019-07-11 1:32:00,"6 Piece - 231 USD - THC Distillate Carts, 80% THC, UK-&gt;WORLD",6,1,,80,,,,
NorthSeaOil,-1,156,2019-07-02 1:06:00,"4 Piece - 156 USD - THC Distillate Carts, 80% THC, UK-&gt;WORLD",4,1,,80,,,,
NorthSeaOil,-1,117,2019-06-25 4:23:00,"3 Piece - 117 USD - THC Distillate Carts, 80% THC, UK-&gt;WORLD",3,1,,80,,,,
NorthSeaOil,-1,305,2019-05-22 7:23:00,"8 Piece - 305 USD - THC Distillate Carts, 80% THC, UK-&gt;WORLD",8,1,,80,,,,
GreenFingers,0.02506,166.28,2018-09-28 14:07:44,cbd#thc#coco#oil#capsules 50 caps,50,,,,1,pill,,
NamasteBitches420,-1,111,2019-01-26 12:00:00,24 Piece - 111 USD -  Medicated Blueberry Pancake Crunch Treats.120mg each,24,,1,,120,mg,,
NamasteBitches420,-1,21.25,2019-01-22 6:13:00,5 Piece - 21.25 USD -  Medicated Blueberry Pancake Crunch Treats.120mg each,5,,1,,120,mg,,
NamasteBitches420,-1,93.5,2019-01-20 1:45:00,22 Piece - 93.5 USD -  Medicated Blueberry Pancake Crunch Treats.120mg each,22,,1,,120,mg,,
NamasteBitches420,-1,53.25,2019-01-14 6:23:00,9 Piece - 53.25 USD -  Medicated Blueberry Pancake Crunch Treats.120mg each,9,,1,,120,mg,,
NamasteBitches420,-1,49,2019-01-13 4:24:00,8 Piece - 49 USD -  Medicated Blueberry Pancake Crunch Treats.120mg each,8,,1,,120,mg,,
NamasteBitches420,-1,40.5,2018-12-29 4:41:00,6 Piece - 40.5 USD -  Medicated Blueberry Pancake Crunch Treats.120mg each,6,,1,,120,mg,,
NamasteBitches420,-1,27,2018-12-29 10:58:00,4 Piece - 27 USD -  Medicated Blueberry Pancake Crunch Treats.120mg each,4,,1,,120,mg,,
NamasteBitches420,-1,87.25,2018-12-23 4:36:00,17 Piece - 87.25 USD -  Medicated Blueberry Pancake Crunch Treats.120mg each,17,,1,,120,mg,,
NamasteBitches420,-1,116,2018-12-18 3:14:00,24 Piece - 116 USD -  Medicated Blueberry Pancake Crunch Treats.120mg each,24,,1,,120,mg,,
NamasteBitches420,-1,96,2018-12-18 3:14:00,24 Piece - 96 USD -  Medicated Blueberry Pancake Crunch Treats.120mg each,24,,1,,120,mg,,
NamasteBitches420,-1,51,2018-12-14 9:03:00,12 Piece - 51 USD -  Medicated Blueberry Pancake Crunch Treats.120mg each,12,,1,,120,mg,,
NamasteBitches420,-1,28.5,2018-12-12 11:58:00,2 Piece - 28.5 USD -  Medicated Blueberry Pancake Crunch Treats.120mg each,2,,1,,120,mg,,
NamasteBitches420,-1,18.5,2018-12-01 11:43:00,2 Piece - 18.5 USD -  Medicated Blueberry Pancake Crunch Treats.120mg each,2,,1,,120,mg,,
NamasteBitches420,-1,8.5,2019-11-26 8:33:00,2 Piece - 8.5 USD -  Medicated Blueberry Pancake Crunch Treats.120mg each,2,,1,,120,mg,,
NamasteBitches420,-1,17,2019-11-09 4:42:00,4 Piece - 17 USD -  Medicated Blueberry Pancake Crunch Treats.120mg each,4,,1,,120,mg,,
StonedSassy,0.0809,294.8,2019-01-17 14:08:05,Critical Kush - 28g,,,,,28,g,,
organix,-1,40.56,2019-01-14 14:08:13,Cinderella 99 10 heirloom seeds JW only FE,,,,,10,seed,,
-Lenas-BioLaden-,-1,-1,2019-01-26 10:59:00,3 Gram - 55.75 EUR - * Lena\'s * WEDDING CAKE * Bio Weed * (Hybrid),,,,,3,g,,
-Lenas-BioLaden-,-1,-1,2019-01-24 8:21:00,7 Gram - 102.75 EUR - * Lena\'s * TROPICAL HAZE * Bio Weed * (Hybrid),,,,,7,g,,
-Lenas-BioLaden-,-1,-1,2019-01-24 5:43:00,5 Gram - 74.75 EUR - * Lena\'s * TROPICAL HAZE * Bio Weed * (Hybrid),,,,,5,g,,
-Lenas-BioLaden-,-1,-1,2019-01-22 2:21:00,2 Gram - 38.75 EUR - * Lena\'s * WEDDING CAKE * Bio Weed * (Hybrid),,,,,2,g,,
-Lenas-BioLaden-,-1,-1,2019-01-22 11:23:00,5 Gram - 82.25 EUR - * Lena\'s * WEDDING CAKE * Bio Weed * (Hybrid),,,,,5,g,,
-Lenas-BioLaden-,-1,-1,2019-01-22 12:08:00,9 Gram - 130.75 EUR - * Lena\'s * TROPICAL HAZE * Bio Weed * (Hybrid),,,,,9,g,,
-Lenas-BioLaden-,-1,-1,2019-01-18 8:14:00,25 Gram - 329.75 EUR - * Lena\'s * TROPICAL HAZE * Bio Weed * (Hybrid),,,,,25,g,,
-Lenas-BioLaden-,-1,-1,2019-01-10 12:51:00,2 Gram - 38.75 EUR - * Lena\'s * TROPICAL HAZE * Bio Weed * (Hybrid),,,,,2,g,,
-Lenas-BioLaden-,-1,-1,2019-01-09 4:48:00,5 Gram - 70 EUR - * Lena\'s * TROPICAL HAZE * Bio Weed * (Hybrid),,,,,5,g,,
-Lenas-BioLaden-,-1,-1,2019-01-07 12:22:00,2 Gram - 34 EUR - * Lena\'s * TROPICAL HAZE * Bio Weed * (Hybrid),,,,,2,g,,
-Lenas-BioLaden-,-1,-1,2019-01-03 8:49:00,10 Gram - 139.75 EUR - * Lena\'s * TROPICAL HAZE * Bio Weed * (Hybrid),,,,,10,g,,
-Lenas-BioLaden-,-1,-1,2019-01-03 12:36:00,5 Gram - 78.49 EUR - * Lena\'s * TROPICAL HAZE * Bio Weed * (Hybrid),,,,,5,g,,
-Lenas-BioLaden-,-1,-1,2018-12-27 1:28:00,1 Gram - 18 EUR - * Lena\'s * TROPICAL HAZE * Bio Weed * (Hybrid),,,,,1,g,,
-Lenas-BioLaden-,-1,-1,2018-12-22 5:57:00,4 Gram - 72.75 EUR - * Lena\'s * TROPICAL HAZE * Bio Weed * (Hybrid),,,,,4,g,,
-Lenas-BioLaden-,-1,-1,2018-12-17 12:14:00,8 Gram - 116.75 EUR - * Lena\'s * TROPICAL HAZE * Bio Weed * (Hybrid),,,,,8,g,,
-Lenas-BioLaden-,-1,-1,2018-12-16 7:20:00,5 Gram - 84.89 EUR - * Lena\'s * TROPICAL HAZE * Bio Weed * (Hybrid),,,,,5,g,,
-Lenas-BioLaden-,-1,-1,2018-12-12 7:19:00,10 Gram - 135 EUR - * Lena\'s * TROPICAL HAZE * Bio Weed * (Hybrid),,,,,10,g,,
-Lenas-BioLaden-,-1,-1,2018-12-11 10:26:00,3 Gram - 51 EUR - * Lena\'s * TROPICAL HAZE * Bio Weed * (Hybrid),,,,,3,g,,
KindSelection,0.0424,157.05,2019-01-15 14:19:21,28g - PINEAPPLE EXPRESS -,,,,,28,g,,
Aimee,0.0398,155.17,2018-12-22 14:19:27,10G Swiss Skunk Coffeeshop Quality,,,,,10,g,,
homegrow1919,0.01698,68.78,2019-01-08 14:19:32,Jack Herer 3g organic weed,,,,,3,g,,
AliBabauk,0.0732,494.98,2018-09-21 14:19:41,28 G CHRONIC LEMONDROP - AAA UK GROWN,,,,,28,g,,
HQbioWeed,0.01525,54.47,2019-01-22 14:21:07,3g BIO Euforia (Skunk) - Indoor - 6 Monate gecured,,,,,3,g,,
FastShipping,0.0636,231.76,2019-01-17 14:21:11,56 Gram Outdoor Strawberry Kush £165,,,,,56,g,,
THIRD-EYE-PIRATE,0.01349,58.29,2018-11-23 14:21:15,3.5g Green Poison (FREE DELIVERY),,,,,3.5,g,,
SweetGreenUK,0.02699,97.22,2019-01-23 14:23:21,14.2G Trimmings/Airbud/Tinybud SGUK,,,,,14.2,g,,
CertifiedCaliUK,0.054163,193.47,2019-01-22 14:23:51,THC Vape Starter Kit incl 3 Vape Carts 85% THC,3,1,,85,,,,
RoyalDelights,-1,109.2,2018-10-29 14:24:35,Sour Gummy Fish / 60mg THC Each / 600mg Total,10,,1,,60,mg,,
fatpanda12,-1,51,2019-01-28 12:57:00,10 Gram - 51 USD - ** GrandDaddyPurple** INDOOR CALI **FIRE FIRE,,,,,10,g,,
fatpanda12,-1,73.5,2019-01-27 4:08:00,15 Gram - 73.5 USD - ** GrandDaddyPurple** INDOOR CALI **FIRE FIRE,,,,,15,g,,
fatpanda12,-1,215,2019-01-25 7:36:00,50 Gram - 215 USD - ** GrandDaddyPurple** INDOOR CALI **FIRE FIRE,,,,,50,g,,
fatpanda12,-1,96,2019-01-25 5:56:00,20 Gram - 96 USD - ** GrandDaddyPurple** INDOOR CALI **FIRE FIRE,,,,,20,g,,
